STORE_NBR,NCPDP_PROVIDER_ID,DISTRICT_NBR,REGION_NBR,OPERATION_NBR,STORE_TYPE,STORE_TYPE_DESC,RETAIL_CLINIC_IND,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE_ABBV,ZIP_CODE_5,COUNTY,OPEN_24_HOURS,LATITUDE,LONGITUDE
13,4022264,48,9,2,1,Regular,N,35 CALLE JUAN C BORBON,STE 77,GUAYNABO,PR,969,GUAYNABO,Y,18.36205993,-66.11958223
14,4022404,158,9,2,1,Regular,N,STATE ROAD 31 KM. 24.0,JUNCOS PLAZA SHOPPING CTR,JUNCOS,PR,777,JUNCOS,N,18.232146,-65.904723
16,5114222,39,12,4,1,Regular,N,4081 N OAKLAND AVE,N/A,SHOREWOOD,WI,53211,MILWAUKEE,N,43.091299,-87.887599
23,3200603,44,26,1,1,Regular,N,5001 MONTGOMERY BLVD NE,N/A,ALBUQUERQUE,NM,87109,BERNALILLO,Y,35.13358308,-106.5872038
30,4022276,158,9,2,1,Regular,N,400 AVE LA SIERRA,# 177,CUPEY,PR,926,SAN JUAN,N,18.36990803,-66.05826695
31,4022151,288,9,2,1,Regular,N,1 CALLE MARGINAL,STE 2,GUAYAMA,PR,784,GUAYAMA,N,17.97480144,-66.11646123
37,4017580,117,9,2,1,Regular,N,15 CARR 155,N/A,VEGA BAJA,PR,693,VEGA BAJA,N,18.44511901,-66.37694413
39,1401823,4,4,4,1,Regular,N,235 E PALATINE RD,N/A,ARLINGTON HEIGHTS,IL,60004,COOK,Y,42.10793451,-87.97985509
53,4023379,158,9,2,1,Regular,N,15 CARR 183,N/A,SAN LORENZO,PR,754,SAN LORENZO,N,18.183967,-65.966248
55,4000117,48,9,2,1,Regular,N,2505 CARR 841,N/A,GUAYNABO,PR,969,GUAYNABO,Y,18.37564001,-66.09408617
63,520951,126,11,1,1,Regular,N,900 RALSTON AVE,N/A,BELMONT,CA,94002,SAN MATEO,N,37.52047169,-122.2764194
74,1002562,114,6,2,1,Regular,N,1634 S FEDERAL HWY,N/A,BOYNTON BEACH,FL,33435,PALM BEACH,Y,26.51332346,-80.0587085
82,4022682,117,9,2,1,Regular,N,35 AVE LOS DOMINICOS,N/A,TOA BAJA,PR,949,TOA BAJA,Y,18.437589,-66.178099
89,1401885,173,10,4,1,Regular,N,8715 S HARLEM AVE,N/A,BRIDGEVIEW,IL,60455,COOK,N,41.73279621,-87.79761048
101,514542,293,11,1,1,Regular,N,3382 CASTRO VALLEY BLVD,N/A,CASTRO VALLEY,CA,94546,ALAMEDA,N,37.695699,-122.075499
105,4023204,48,9,2,1,Regular,N,100 CALLE COLINA REAL LAS COLINAS,N/A,TOA  BAJA,PR,949,TOA BAJA,N,18.404892,-66.223263
111,N/A,268,12,4,1,Regular,N,676 STATE ST,N/A,MADISON,WI,53703,DANE,N,43.07502708,-89.39713623
117,4025866,158,9,2,1,Regular,N,PR 181 & PR 850,BO. CUEVAS,TRUJILLO ALTO,PR,976,TRUJILLO ALTO,N,18.368262,-66.012457
118,1401950,1,4,4,1,Regular,N,5650 W BELMONT AVE,N/A,CHICAGO,IL,60634,COOK,N,41.93877242,-87.76863505
121,4024181,288,9,2,1,Regular,N,106 CALLE PIEL CANELA,N/A,COAMO,PR,769,COAMO,N,18.06611229,-66.36740536
143,1917472,110,19,2,1,Regular,N,7101 VETERANS MEMORIAL BLVD,N/A,METAIRIE,LA,70003,JEFFERSON,N,30.00550355,-90.21939503
147,1405388,8,10,4,1,Regular,N,3611 E 106TH ST,N/A,CHICAGO,IL,60617,COOK,N,41.70260618,-87.53613075
156,4019798,158,9,2,1,Regular,N,5984 AVE ISLA VERDE,N/A,CAROLINA,PR,979,CAROLINA,Y,18.442652,-66.023994
157,4018330,48,9,2,1,Regular,N,LAUREL AVE AND ALAMEDA AVE,N/A,BAYAMON,PR,956,BAYAMON,Y,18.368855,-66.156662
162,1402116,3,10,4,1,Regular,N,1554 E 55TH ST,N/A,CHICAGO,IL,60615,COOK,Y,41.79554705,-87.58803372
163,1402128,173,10,4,1,Regular,N,4000 W 59TH ST,N/A,CHICAGO,IL,60629,COOK,N,41.786099,-87.723199
165,4023482,288,9,2,1,Regular,N,2706 AVE MARUCA,N/A,PONCE,PR,728,PONCE,Y,17.99609623,-66.63572415
169,N/A,48,9,2,1,Regular,N,201 LA CRUZ & SAN FRANCISCO,N/A,VIEJO SAN JUAN,PR,901,SAN JUAN,N,18.465458,-66.116305
173,4020614,48,9,2,1,Regular,N,1008 Ave Americo Miranda,REPTO METROPOLITANO SHOPPING CTR,Rio Piedras,PR,921,SAN JUAN,N,18.400277,-66.075265
174,4011209,158,9,2,1,Regular,N,65 INFANTRY & JESUS FARGOSO,N/A,CAROLINA,PR,983,CAROLINA,Y,18.39524448,-65.97791851
177,4019685,117,9,2,1,Regular,N,CARR. #2 KM 129.6,N/A,AGUADILLA,PR,603,AGUADILLA,Y,18.40901043,-67.15330294
178,1440104,3,10,4,1,Regular,N,740 W DIVERSEY PKWY,N/A,CHICAGO,IL,60614,COOK,N,41.932899,-87.648099
183,4019697,117,9,2,1,Regular,N,4210 CARR 693,N/A,DORADO,PR,646,DORADO,Y,18.464189,-66.273422
185,4020006,117,9,2,1,Regular,N,940 CARR 123,N/A,UTUADO,PR,641,UTUADO,N,18.268926,-66.712348
194,1402320,9,4,4,1,Regular,N,4801 N LINCOLN AVE,N/A,CHICAGO,IL,60625,COOK,N,41.96881215,-87.68843895
202,4023913,117,9,2,1,Regular,N,200 CARR 137,N/A,MOROVIS,PR,687,MOROVIS,N,18.32544,-66.402243
209,1402712,246,4,4,1,Regular,N,1028 S ELMHURST RD,N/A,MT PROSPECT,IL,60056,COOK,Y,42.04620778,-87.94231653
211,1402421,3,10,4,1,Regular,N,757 N MICHIGAN AVE,N/A,CHICAGO,IL,60611,COOK,Y,41.89665694,-87.62406876
215,1402457,222,10,4,1,Regular,N,3045 W 26TH ST,N/A,CHICAGO,IL,60623,COOK,N,41.84415689,-87.70191037
217,4012910,48,9,2,1,Regular,N,1130 AVE ASHFORD,N/A,CONDADO,PR,907,SAN JUAN,Y,18.455864,-66.071707
222,4024460,158,9,2,1,Regular,N,150 CARRETERA 857,N/A,CAROLINA,PR,987,CAROLINA,Y,18.37564908,-65.93305139
226,1402534,222,10,4,1,Regular,N,4005 W 26TH ST,N/A,CHICAGO,IL,60623,COOK,N,41.844099,-87.724799
230,1409300,222,10,4,1,Regular,N,5518 W CHICAGO AVE,N/A,CHICAGO,IL,60651,COOK,N,41.89511858,-87.76458424
232,1402546,173,10,4,1,Regular,N,3405 S KING DR,N/A,CHICAGO,IL,60616,COOK,Y,41.8319645,-87.6164123
249,1438058,3,10,4,1,Regular,Y,1601 N WELLS ST,N/A,CHICAGO,IL,60614,COOK,Y,41.91140402,-87.63447176
251,4000143,158,9,2,1,Regular,N,4203 CALLE MARGINAL,N/A,FAJARDO,PR,738,FAJARDO,Y,18.345489,-65.672846
252,1402635,9,4,4,1,Regular,Y,7510 N WESTERN AVE,N/A,CHICAGO,IL,60645,COOK,Y,42.017999,-87.690699
258,1442639,222,10,4,1,Regular,N,1650 W CHICAGO AVE,N/A,CHICAGO,IL,60622,COOK,N,41.89627009,-87.66921829
259,1443009,9,4,4,1,Regular,N,3358 N WESTERN AVE,N/A,CHICAGO,IL,60618,COOK,N,41.94283984,-87.68968913
263,1040687,109,28,2,1,Regular,N,534 S HUNT CLUB BLVD,N/A,APOPKA,FL,32703,SEMINOLE,N,28.67126416,-81.45107764
265,1039951,198,3,2,1,Regular,N,13130 N DALE MABRY HWY,N/A,TAMPA,FL,33618,HILLSBOROUGH,N,28.06712098,-82.50638087
272,3600497,15,13,3,1,Regular,N,1 W CORRY ST,N/A,CINCINNATI,OH,45219,HAMILTON,Y,39.128699,-84.509699
274,3600500,15,13,3,1,Regular,N,3822 PAXTON AVE,N/A,CINCINNATI,OH,45209,HAMILTON,Y,39.14620349,-84.42769153
283,4023569,48,9,2,1,Regular,N,685 CALLE CESAR GONZALEZ,N/A,SAN JUAN,PR,918,SAN JUAN,Y,18.40924,-66.064683
289,4023571,48,9,2,1,Regular,N,350 CARR 830,N/A,Cana Bayamon,PR,957,BAYAMON,N,18.34826,-66.188443
295,5115539,39,12,4,1,Regular,N,4808 N HOPKINS ST,N/A,MILWAUKEE,WI,53209,MILWAUKEE,N,43.104899,-87.959799
314,4000167,288,9,2,1,Regular,N,992 AVE HOSTOS,N/A,MAYAGUEZ,PR,682,HORMIGUEROS,Y,18.153826,-67.144854
315,4020335,158,9,2,1,Regular,N,GALERIA PASEOS MALL,N/A,RIO PIEDRAS,PR,926,SAN JUAN,N,18.35729444,-66.06361448
318,1440116,203,10,4,1,Regular,N,7221 LEMONT RD,N/A,DOWNERS GROVE,IL,60516,DUPAGE,N,41.75558014,-88.00985622
323,4023191,288,9,2,1,Regular,N,643 YAUCO PLAZA II,N/A,YAUCO,PR,698,YAUCO,N,18.027144,-66.852982
324,501468,126,11,1,1,Regular,N,216 WESTLAKE CTR,N/A,DALY CITY,CA,94015,SAN MATEO,Y,37.70077157,-122.4840225
328,4026717,158,9,2,1,Regular,N,CARR 3 KM 23.9,URB. INDUSTRIAL LAS FLORES,RIO GRANDE,PR,745,RIO GRANDE,N,18.377608,-65.837014
338,4015942,288,9,2,1,Regular,N,30 AVE RAFAEL CORDERO,N/A,CAGUAS,PR,725,CAGUAS,N,18.248428,-66.018739
340,N/A,4,4,4,17,N/A,N,200 WILMOT RD,N/A,DEERFIELD,IL,60015,LAKE,N,42.154599,-87.868599
355,4012201,117,9,2,1,Regular,N,CARR 2 KM 81.7 BO CARRIZALES,N/A,HATILLO,PR,659,HATILLO,Y,18.484948,-66.771793
356,600381,42,26,1,1,Regular,N,801 16TH ST,N/A,DENVER,CO,80202,DENVER,N,39.74610528,-104.9930589
359,1600306,50,21,4,1,Regular,N,2545 E EUCLID AVE,N/A,DES MOINES,IA,50317,POLK,Y,41.626999,-93.568999
361,4023660,117,9,2,1,Regular,N,4145 AVE ARCADIO ESTRADA,N/A,SAN SEBASTIAN,PR,685,SAN SEBASTIAN,N,18.34624101,-66.99759603
363,4021957,158,9,2,1,Regular,N,1115 AVE 65 INFANTERIA,N/A,SAN JUAN,PR,924,SAN JUAN,Y,18.397714,-66.004824
368,4018683,288,9,2,1,Regular,N,STATE RD 149 AND STATE RD 584,N/A,EST DE JUANA DIAZ,PR,795,JUANA DIAZ,N,18.044857,-66.509392
374,4015132,288,9,2,1,Regular,N,2097 AVE HOSTOS,N/A,MAYAGUEZ,PR,682,MAYAGUEZ,Y,18.214195,-67.150418
380,4011261,48,9,2,1,Regular,N,RR 5 BOX 4699,N/A,BAYAMON,PR,956,BAYAMON,Y,18.368883,-66.186526
394,4500585,104,5,1,1,Regular,N,200 N MESA ST,N/A,EL PASO,TX,79901,EL PASO,N,31.759026,-106.486983
396,4023393,48,9,2,1,Regular,N,999 AVE MUNOZ RIVERA,N/A,SAN JUAN,PR,925,SAN JUAN,N,18.403229,-66.056418
400,1402801,1,4,4,1,Regular,N,1600 N HARLEM AVE,N/A,ELMWOOD PARK,IL,60707,COOK,Y,41.90918104,-87.80619587
403,4000155,288,9,2,1,Regular,N,221 CALLE GAUTIER BENITEZ,N/A,CAGUAS,PR,725,CAGUAS,Y,18.221961,-66.039182
412,4001082,117,9,2,1,Regular,N,10 CARR 149,STE 100,MANATI,PR,674,MANATI,Y,18.432495,-66.474897
430,2401848,315,21,4,1,Regular,N,5695 DULUTH ST,N/A,GOLDEN VALLEY,MN,55422,HENNEPIN,N,44.99794979,-93.35205392
438,4018671,158,9,2,1,Regular,N,3 CONDOMINO DEL ESTE,N/A,CANOVANAS,PR,729,LOIZA,N,18.37893,-65.872182
456,1000241,21,6,2,1,Regular,N,1723 E YOUNG CIR,N/A,HOLLYWOOD,FL,33020,BROWARD,Y,26.01156309,-80.14136016
473,4017667,48,9,2,2,Walgreen Pharmacy,N,PLAZAS LAS AMERICAS SHOP CTR.,N/A,SAN JUAN,PR,918,SAN JUAN,N,18.42385647,-66.07432043
489,4500915,11,1,2,1,Regular,N,5560 WESLAYAN ST,N/A,HOUSTON,TX,77005,HARRIS,N,29.72221625,-95.4427203
496,4547711,16,1,2,1,Regular,N,19639 HIGHWAY 59 N,N/A,HUMBLE,TX,77338,HARRIS,N,30.00341,-95.272353
499,4016564,288,9,2,1,Regular,N,65 CALLE ESTRELLA,N/A,PONCE,PR,730,PONCE,N,18.015275,-66.611128
509,4023824,288,9,2,1,Regular,N,101 CARR 1,N/A,CAGUAS,PR,725,CAGUAS,Y,18.249765,-66.036084
515,2801694,46,21,4,1,Regular,N,2600 S 48TH ST,N/A,LINCOLN,NE,68506,LANCASTER,N,40.78553974,-96.65260782
524,4025878,117,9,2,1,Regular,N,580 AVE SAN LUIS,N/A,ARECIBO,PR,612,ARECIBO,N,18.468432,-66.730821
528,1402940,4,4,4,1,Regular,N,296 E DEERPATH,N/A,LAKE FOREST,IL,60045,LAKE,N,42.251799,-87.840399
541,2800034,46,21,4,1,Regular,N,1301 O ST,N/A,LINCOLN,NE,68508,LANCASTER,N,40.813499,-96.701899
553,4502779,11,1,2,1,Regular,N,5300 N BRAESWOOD BLVD,N/A,HOUSTON,TX,77096,HARRIS,Y,29.679296,-95.477828
555,4025501,288,9,2,1,Regular,N,505 AVE HOSTOS,N/A,MAYAGUEZ,PR,680,MAYAGUEZ,N,18.17727451,-67.15061003
575,1003805,100,3,2,1,Regular,N,674 WELCH CAUSEWAY,N/A,MADEIRA BEACH,FL,33708,PINELLAS,N,27.81066643,-82.7921247
586,4400141,36,27,4,1,Regular,N,2 N MAIN ST,N/A,MEMPHIS,TN,38103,SHELBY,N,35.145099,-90.052199
621,1000366,175,6,2,1,Regular,N,5731 BIRD RD,N/A,MIAMI,FL,33155,MIAMI-DADE,Y,25.73472474,-80.28703487
622,1000378,175,6,2,1,Regular,N,3715 NW 7TH ST,N/A,MIAMI,FL,33126,MIAMI-DADE,N,25.78122858,-80.2578816
623,1000380,23,6,2,1,Regular,N,9380 SW 56TH ST,N/A,MIAMI,FL,33165,MIAMI-DADE,N,25.71557216,-80.34675984
625,501494,126,11,1,1,Regular,N,615 BROADWAY,N/A,MILLBRAE,CA,94030,SAN MATEO,Y,37.603299,-122.393799
649,5100300,38,12,4,1,Regular,N,3701 S HOWELL AVE,N/A,MILWAUKEE,WI,53207,MILWAUKEE,Y,42.977699,-87.909999
655,4012821,158,9,2,1,Regular,N,121 CALLE CRUZ ORTIZ STELLA S,N/A,HUMACAO,PR,791,HUMACAO,Y,18.145633,-65.825567
662,4556063,18,1,2,1,Regular,N,13430 SAN PEDRO AVE,N/A,SAN ANTONIO,TX,78216,BEXAR,N,29.564299,-98.482199
665,5100362,38,12,4,1,Regular,N,1600 W WISCONSIN AVE,N/A,MILWAUKEE,WI,53233,MILWAUKEE,N,43.038699,-87.933199
667,4015384,48,9,2,1,Regular,N,1963 CALLE LOIZA,N/A,SAN JUAN,PR,911,SAN JUAN,Y,18.45130075,-66.05500889
670,4024206,288,9,2,1,Regular,N,10 AVE FENWAL,N/A,SAN GERMAN,PR,683,SAN GERMAN,N,18.08820946,-67.02991235
677,4018796,288,9,2,1,Regular,N,5800 Ave Jesus T. Piniero,Km 55.4 INT,Cayey,PR,736,CAYEY,Y,18.122873,-66.13774
689,501507,126,11,1,1,Regular,N,121 E EL CAMINO REAL,N/A,MOUNTAIN VIEW,CA,94040,SANTA CLARA,Y,37.37916121,-122.0729008
696,4400230,35,27,4,1,Regular,N,226 5TH AVE N,N/A,NASHVILLE,TN,37219,DAVIDSON,N,36.16408135,-86.78074879
700,4027872,288,9,2,1,Regular,N,1800 CALLE NAVARRA,STE 100,PONCE,PR,716,PONCE,Y,18.028441,-66.595907
710,4008062,48,9,2,1,Regular,N,2135 Carr 2,Drive In PLZ,Bayamon,PR,956,BAYAMON,Y,18.404773,-66.180555
714,4021666,48,9,2,1,Regular,N,1000 AVE RAMON LUIS RIVERA,STE 2,BAYAMON,PR,959,BAYAMON,N,18.382146,-66.169215
748,1002586,175,6,2,1,Regular,Y,12295 BISCAYNE BLVD,N/A,NORTH MIAMI,FL,33181,MIAMI-DADE,Y,25.88908406,-80.16286306
774,1000429,33,28,2,1,Regular,N,205 E GRANADA BLVD,N/A,ORMOND BEACH,FL,32176,VOLUSIA,N,29.29204129,-81.04126622
788,4024838,48,9,2,1,Regular,N,25 AVE PONCE DE LEON,N/A,GUAYNABO,PR,965,GUAYNABO,N,18.428468,-66.113233
807,1442590,9,4,4,10,Temporary Pharmacy,N,6125 N BROADWAY ST,N/A,CHICAGO,IL,60660,COOK,N,41.99296,-87.660025
809,303204,255,5,1,1,Regular,N,8911 N 7TH ST,N/A,PHOENIX,AZ,85020,MARICOPA,N,33.56634455,-112.0641393
811,4024143,48,9,2,1,Regular,N,615 CARR 152 #11,MERCADO PLAZA,NARANIJITO,PR,719,NARANJITO,N,18.271864,-66.273734
813,305347,255,5,1,1,Regular,N,15442 N 99TH AVE,N/A,SUN CITY,AZ,85351,MARICOPA,N,33.622399,-112.269599
828,2400175,40,21,4,1,Regular,N,12 W 66TH ST,N/A,RICHFIELD,MN,55423,HENNEPIN,Y,44.88412866,-93.27896169
829,1403168,1,4,4,1,Regular,N,8361 BELMONT AVE,N/A,RIVER GROVE,IL,60171,COOK,N,41.93543511,-87.83541902
840,527842,56,11,1,1,Regular,N,1334 SARATOGA AVE,N/A,SAN JOSE,CA,95129,SANTA CLARA,N,37.299999,-121.980499
842,514667,56,11,1,1,Regular,N,350 N CAPITOL AVE,N/A,SAN JOSE,CA,95133,SANTA CLARA,Y,37.37267053,-121.8431147
851,4000105,48,9,2,1,Regular,N,550 CARRETERRA  #167,PLAZA TROPICAL,BAYAMON,PR,959,BAYAMON,N,18.391498,-66.159911
854,2601309,136,20,4,1,Regular,N,5764 S LINDBERGH BLVD,N/A,GREEN PARK,MO,63123,SAINT LOUIS,Y,38.522299,-90.349399
866,2400214,232,21,4,1,Regular,N,425 WABASHA ST N,N/A,SAINT PAUL,MN,55102,RAMSEY,N,44.946999,-93.095799
884,501622,126,11,1,1,Regular,N,2238 WESTBOROUGH BLVD,N/A,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,Y,37.64527303,-122.4516752
887,502193,57,11,1,1,Regular,N,1524 POLK ST,N/A,SAN FRANCISCO,CA,94109,SAN FRANCISCO,N,37.791119,-122.420659
890,501595,57,11,1,1,Regular,N,135 POWELL ST,N/A,SAN FRANCISCO,CA,94102,SAN FRANCISCO,N,37.785999,-122.406899
891,4000131,158,9,2,1,Regular,N,65 INFANTERIA SHOPPING CTR,N/A,SAN JUAN,PR,925,SAN JUAN,N,18.39636503,-66.04183735
893,517613,57,11,1,1,Regular,N,1344 STOCKTON ST,N/A,SAN FRANCISCO,CA,94133,SAN FRANCISCO,N,37.797964,-122.408507
895,501608,56,11,1,1,Regular,N,2012 EL CAMINO REAL,N/A,SANTA CLARA,CA,95050,SANTA CLARA,N,37.35194432,-121.9598842
896,518502,168,11,1,1,Regular,N,3601 CALIFORNIA ST,N/A,SAN FRANCISCO,CA,94118,SAN FRANCISCO,N,37.78627777,-122.4535363
900,518704,153,11,1,1,Regular,N,2105 MORRILL AVE,N/A,SAN JOSE,CA,95132,SANTA CLARA,N,37.41380149,-121.8747298
906,4024218,158,9,2,1,Regular,N,477 Carr 3,N/A,South Humacao,PR,791,HUMACAO,N,18.14596,-65.799851
910,1600356,311,21,4,1,Regular,N,100 PIERCE ST,N/A,SIOUX CITY,IA,51101,WOODBURY,Y,42.49067478,-96.40427529
929,4024509,158,9,2,1,Regular,N,302 CARR ERNESTO CARRASQUILLO,N/A,YABUCOA,PR,767,YABUCOA,N,18.045053,-65.869799
936,4024535,48,9,2,1,Regular,N,100 BOULEVARD DR,N/A,BAYAMON,PR,959,BAYAMON,Y,18.393737,-66.14336
945,4026301,158,9,2,1,Regular,N,#120 CARR. PR. 183,N/A,LAS PIEDRAS,PR,771,LAS PIEDRAS,N,18.174482,-65.878146
950,303242,45,5,1,1,Regular,N,1900 E GRANT RD,N/A,TUCSON,AZ,85719,PIMA,N,32.24982435,-110.9434993
967,4000179,288,9,2,1,Regular,N,2 CARR 116 STE 2,N/A,YAUCO,PR,698,YAUCO,N,18.018726,-66.87298
973,4024941,288,9,2,1,Regular,N,ELJIBARO AVE & PR 172,N/A,CIDRA,PR,739,CIDRA,N,18.177575,-66.155829
993,513639,209,22,1,1,Regular,N,855 COLUSA AVE,N/A,YUBA CITY,CA,95991,SUTTER,Y,39.14271617,-121.6287801
1002,2427347,315,21,4,1,Regular,N,3255 VICKSBURG LN N,N/A,PLYMOUTH,MN,55447,HENNEPIN,N,45.01756536,-93.48264879
1004,1036753,33,28,2,1,Regular,N,1625 TAYLOR RD,N/A,PORT ORANGE,FL,32128,VOLUSIA,N,29.10387789,-81.03129169
1010,1019290,22,6,2,1,Regular,N,7479 LAKE WORTH RD,N/A,LAKE WORTH,FL,33467,PALM BEACH,N,26.61781272,-80.1648118
1013,3380514,105,16,3,1,Regular,N,5564 BROADWAY,N/A,BRONX,NY,10463,BRONX,Y,40.87853822,-73.90473688
1015,4419215,127,27,4,1,Regular,N,1725 CUMBERLAND AVE,N/A,KNOXVILLE,TN,37916,KNOX,N,35.95624831,-83.93379815
1033,1444556,9,4,4,1,Regular,N,811 GREEN BAY RD,N/A,WILMETTE,IL,60091,COOK,N,42.077799,-87.710599
1034,3983182,258,29,3,1,Regular,Y,112 W STEUBEN ST,N/A,CRAFTON,PA,15205,ALLEGHENY,N,40.43936969,-80.07248561
1042,1032856,214,19,2,1,Regular,N,4497 MOBILE HWY,N/A,PENSACOLA,FL,32506,ESCAMBIA,N,30.43381556,-87.27624419
1051,3415571,256,23,3,1,Regular,N,4577 MAIN ST,N/A,SHALLOTTE,NC,28470,BRUNSWICK,N,33.97867264,-78.37625284
1054,585161,168,11,1,1,Regular,N,3398 MISSION ST,N/A,SAN FRANCISCO,CA,94110,SAN FRANCISCO,N,37.74255037,-122.422142
1056,3402055,256,23,3,1,Regular,N,3003 FAYETTEVILLE RD,N/A,LUMBERTON,NC,28358,ROBESON,Y,34.639347,-79.00024
1068,1452185,3,10,4,1,Regular,N,240 W RANDOLPH ST,N/A,CHICAGO,IL,60606,COOK,N,41.88451873,-87.63531554
1072,4225341,207,23,3,1,Regular,N,1120 N MAIN ST,N/A,SUMMERVILLE,SC,29483,BERKELEY,Y,33.034358,-80.161124
1073,4225264,261,23,3,1,Regular,N,1010 OLD BARNWELL RD,N/A,WEST COLUMBIA,SC,29170,LEXINGTON,N,33.94488855,-81.16991191
1076,352170,157,5,1,1,Regular,N,333 E HUNT HWY,N/A,QUEEN CREEK,AZ,85143,PINAL,N,33.16128399,-111.5640449
1077,1013236,53,3,2,1,Regular,N,3550 FRUITVILLE RD,N/A,SARASOTA,FL,34237,SARASOTA,N,27.33690128,-82.49824126
1078,4930992,266,2,1,1,Regular,N,2005 W COURT ST,N/A,PASCO,WA,99301,FRANKLIN,N,46.241266,-119.117322
1079,5622003,180,17,1,1,Regular,N,1700 E VISTA CHINO,N/A,PALM SPRINGS,CA,92262,RIVERSIDE,N,33.84534137,-116.5274942
1080,5618016,180,17,1,1,Regular,N,43200 STATE HIGHWAY 74,N/A,HEMET,CA,92544,RIVERSIDE,N,33.748434,-116.906003
1081,5614335,180,17,1,1,Regular,N,1101 S SANDERSON AVE,N/A,HEMET,CA,92545,RIVERSIDE,N,33.728635,-117.007406
1082,3815290,176,2,1,1,Regular,N,4816 NW BETHANY BLVD,N/A,PORTLAND,OR,97229,WASHINGTON,N,45.55521482,-122.8353698
1083,3815264,176,2,1,1,Regular,N,12525 NW CORNELL RD,N/A,PORTLAND,OR,97229,WASHINGTON,N,45.52568569,-122.8060436
1084,4930978,189,2,1,1,Regular,N,808 W Main Street,Suite 101,Battle Ground,WA,98604,CLARK,N,45.78166818,-122.5456683
1085,4930815,189,2,1,1,Regular,N,3328 NE 3RD AVE,N/A,CAMAS,WA,98607,CLARK,N,45.58435509,-122.3705841
1086,4930889,189,2,1,1,Regular,N,13009 NE  HWY 99,Suite 101,Vancouver,WA,98686,CLARK,N,45.71582266,-122.6495177
1089,4930891,189,2,1,1,Regular,N,13503 SE Mill Plain Blvd,#120,Vancouver,WA,98684,CLARK,N,45.61755601,-122.5331888
1090,4930942,189,2,1,1,Regular,N,1900 NE 162ND AVE,BLDG C,VANCOUVER,WA,98684,CLARK,N,45.63694746,-122.5068483
1093,4931045,189,2,1,1,Regular,N,2521 MAIN ST,N/A,VANCOUVER,WA,98660,CLARK,N,45.63990888,-122.6719612
1096,1444520,3,10,4,1,Regular,N,3646 N BROADWAY ST,N/A,CHICAGO,IL,60613,COOK,N,41.948199,-87.648099
1100,3841877,176,2,1,1,Regular,N,9159 SE 82ND AVE,N/A,HAPPY VALLEY,OR,97086,CLACKAMAS,N,45.456737,-122.579579
1101,1478848,173,10,4,1,Regular,N,1533 E 67TH PL,N/A,CHICAGO,IL,60637,COOK,N,41.77309894,-87.58773627
1106,3983512,172,29,3,1,Regular,N,1456 BETHLEHEM PIKE,N/A,FLOURTOWN,PA,19031,MONTGOMERY,N,40.104516,-75.212858
1107,2619104,229,20,4,1,Regular,N,2310 MCCAUSLAND AVE,N/A,SAINT LOUIS,MO,63143,SAINT LOUIS CITY,N,38.6163604,-90.30840908
1109,5617709,168,11,1,1,Regular,N,5260 DIAMOND HEIGHTS BLVD,N/A,SAN FRANCISCO,CA,94131,SAN FRANCISCO,N,37.74373543,-122.4395402
1116,1059876,124,6,2,1,Regular,N,10350 ROYAL PALM BLVD,N/A,CORAL SPRINGS,FL,33065,BROWARD,N,26.25887329,-80.26328559
1120,576857,168,11,1,1,Regular,N,4645 MISSION ST,N/A,SAN FRANCISCO,CA,94112,SAN FRANCISCO,N,37.72390835,-122.4351521
1124,2618241,118,20,4,1,Regular,N,460 N US HIGHWAY 67,N/A,FLORISSANT,MO,63031,SAINT LOUIS,Y,38.796899,-90.337199
1126,576162,168,11,1,1,Regular,N,1979 MISSION ST,N/A,SAN FRANCISCO,CA,94103,SAN FRANCISCO,N,37.76551123,-122.4194419
1127,1017765,112,6,2,1,Regular,N,850 43RD AVE SW,N/A,VERO BEACH,FL,32968,INDIAN RIVER,N,27.58774979,-80.43015251
1131,1477694,102,4,4,1,Regular,N,1051 OAK ST,N/A,NORTH AURORA,IL,60542,KANE,N,41.808089,-88.350521
1139,1044988,114,6,2,1,Regular,N,1325 S MILITARY TRL,N/A,DEERFIELD BEACH,FL,33442,BROWARD,N,26.30182731,-80.13431846
1142,2636011,306,20,4,1,Regular,N,3938 OSAGE BEACH PKWY,N/A,OSAGE BEACH,MO,65065,MILLER,N,38.156648,-92.604842
1147,1446005,3,10,4,1,Regular,N,2317 N CLARK ST,N/A,CHICAGO,IL,60614,COOK,N,41.924299,-87.639499
1156,N/A,307,20,4,1,Regular,N,407 E GREEN ST,N/A,CHAMPAIGN,IL,61820,CHAMPAIGN,N,40.110399,-88.232199
1157,4561595,11,1,2,1,Regular,N,3316 HIGHWAY 6,N/A,SUGAR LAND,TX,77478,FORT BEND,N,29.59089793,-95.60445562
1158,5128877,47,12,4,1,Regular,N,900 1ST AVE,N/A,WOODRUFF,WI,54568,ONEIDA,N,45.897299,-89.698399
1159,5127952,268,12,4,1,Regular,N,104 N MAIN ST,N/A,VERONA,WI,53593,DANE,N,42.990895,-89.533857
1160,2416128,40,21,4,1,Regular,N,621 W BROADWAY AVE,N/A,MINNEAPOLIS,MN,55411,HENNEPIN,N,44.999099,-93.286699
